orig.ident	nCount_RNA	nFeature_RNA	nCount_ADT	nFeature_ADT	celltype
SeuratProject	2979.47900000013	16778	13426	10	CD8+T cell
SeuratProject	2869.48600000013	16778	10300	10	CD4+T cell
SeuratProject	2943.31000000012	16778	10804	10	CD8+T cell
SeuratProject	2833.49900000012	16778	9361	10	CD4+T cell
SeuratProject	2885.51900000014	16778	12485	10	CD8+T cell
SeuratProject	2909.31700000009	16778	6207	10	NK cell
SeuratProject	2904.33100000016	16778	10450	10	CD4+T cell
SeuratProject	2776.77300000006	16778	10441	10	NK cell
SeuratProject	3049.73500000018	16778	9876	10	CD4+T cell
SeuratProject	3014.86100000015	16778	10929	10	NK cell
SeuratProject	2957.82800000011	16778	13135	10	NK cell
SeuratProject	2946.1640000002	16778	10010	10	CD4+T cell
SeuratProject	2881.76500000013	16778	9318	10	CD4+T cell
SeuratProject	2912.43500000014	16778	6201	10	CD4+T cell
SeuratProject	2990.88800000014	16778	9273	10	classical monocytes
SeuratProject	2881.65700000012	16778	10370	10	CD4+T cell
SeuratProject	3030.11500000016	16778	9005	10	NK cell
SeuratProject	2954.20900000015	16778	5045	10	CD4+T cell
SeuratProject	3011.12300000014	16778	8517	10	NK cell
SeuratProject	2992.72700000019	16778	8998	10	CD4+T cell
SeuratProject	2984.4250000001	16778	13056	10	NK cell
SeuratProject	2938.24600000011	16778	11839	10	NK cell
SeuratProject	2950.6870000002	16778	10194	10	CD4+T cell
SeuratProject	2812.20200000009	16778	5078	10	NK cell
SeuratProject	2852.55900000014	16778	10953	10	CD4+T cell
SeuratProject	2947.42800000018	16778	10722	10	classical monocytes
SeuratProject	3015.70000000019	16778	10162	10	CD4+T cell
SeuratProject	2957.84400000014	16778	4803	10	naïve B cells
SeuratProject	3025.26800000013	16778	5704	10	NK cell
SeuratProject	2882.10900000013	16778	8746	10	CD4+T cell
SeuratProject	2788.32000000013	16778	8710	10	CD4+T cell
SeuratProject	3022.42000000016	16778	12357	10	CD8+T cell
SeuratProject	3031.99400000018	16778	7972	10	CD4+T cell
SeuratProject	2914.57600000016	16778	7106	10	CD4+T cell
SeuratProject	3016.63300000018	16778	11380	10	CD8+T cell
SeuratProject	2995.45600000019	16778	12125	10	classical monocytes
SeuratProject	3057.19700000018	16778	10614	10	classical monocytes
SeuratProject	2872.00600000015	16778	13541	10	CD4+T cell
SeuratProject	2936.1890000002	16778	9022	10	CD4+T cell
SeuratProject	3010.82900000016	16778	14387	10	CD8+T cell
SeuratProject	2985.89500000012	16778	7319	10	NK cell
SeuratProject	2882.7210000001	16778	7774	10	CD8+T cell
SeuratProject	2806.12700000011	16778	7287	10	CD4+T cell
SeuratProject	3128.59000000014	16778	13074	10	CD8+T cell
SeuratProject	2950.46100000012	16778	14601	10	CD8+T cell
SeuratProject	2894.1640000001	16778	14983	10	CD8+T cell
SeuratProject	2950.93600000016	16778	9474	10	CD4+T cell
SeuratProject	2926.57300000018	16778	7708	10	CD4+T cell
SeuratProject	3007.47300000018	16778	16635	10	non-classical monocytes
SeuratProject	2958.71400000015	16778	3419	10	CD8+T cell
SeuratProject	2923.07100000006	16778	9363	10	classical monocytes
SeuratProject	2926.36300000012	16778	13177	10	CD8+T cell
SeuratProject	2956.24300000013	16778	8939	10	classical monocytes
SeuratProject	3068.14100000015	16778	8160	10	NK cell
SeuratProject	2821.25700000014	16778	13387	10	CD8+T cell
SeuratProject	3005.33900000021	16778	9205	10	CD4+T cell
SeuratProject	2945.94000000011	16778	3374	10	NK cell
SeuratProject	2981.39800000019	16778	11885	10	CD8+T cell
SeuratProject	2925.12000000015	16778	10230	10	classical monocytes
SeuratProject	2971.49100000016	16778	9997	10	classical monocytes
SeuratProject	2957.44500000013	16778	7307	10	CD4+T cell
SeuratProject	2843.30500000014	16778	13447	10	CD4+T cell
SeuratProject	2916.0200000001	16778	10137	10	NK cell
SeuratProject	2997.06600000015	16778	9242	10	CD8+T cell
SeuratProject	2806.14400000009	16778	6948	10	CD4+T cell
SeuratProject	2868.34500000013	16778	13564	10	CD8+T cell
SeuratProject	2976.84400000018	16778	11407	10	CD4+T cell
SeuratProject	2872.20000000008	16778	8745	10	NK cell
SeuratProject	3009.81500000022	16778	9336	10	CD4+T cell
SeuratProject	2958.62400000011	16778	11052	10	NK cell
SeuratProject	2908.85600000014	16778	10329	10	CD4+T cell
SeuratProject	2961.80300000011	16778	12659	10	NK cell
SeuratProject	3056.61500000011	16778	4195	10	NK cell
SeuratProject	3103.97200000017	16778	10419	10	NK cell
SeuratProject	2968.76600000017	16778	6614	10	classical monocytes
SeuratProject	2939.45700000011	16778	12763	10	CD8+T cell
SeuratProject	2833.45100000013	16778	9629	10	CD4+T cell
SeuratProject	2809.58100000011	16778	8769	10	CD4+T cell
SeuratProject	3070.58900000017	16778	8273	10	CD4+T cell
SeuratProject	3071.70600000028	16778	3476	10	classical monocytes
SeuratProject	2950.18400000015	16778	8523	10	CD4+T cell
SeuratProject	3046.82700000013	16778	8730	10	NK cell
SeuratProject	3033.56400000014	16778	10215	10	NK cell
SeuratProject	2930.13300000017	16778	8830	10	CD8+T cell
SeuratProject	2904.73700000014	16778	5499	10	CD8+T cell
SeuratProject	2937.0510000001	16778	8537	10	classical monocytes
SeuratProject	3007.14400000011	16778	10319	10	CD8+T cell
SeuratProject	2849.66300000013	16778	5878	10	CD4+T cell
SeuratProject	2827.89800000008	16778	8667	10	NK cell
SeuratProject	2874.58600000016	16778	5662	10	classical monocytes
SeuratProject	3102.59400000017	16778	4902	10	NK cell
SeuratProject	2917.47400000016	16778	10932	10	CD4+T cell
SeuratProject	2971.67200000012	16778	10416	10	NK cell
SeuratProject	2899.57600000016	16778	7622	10	CD4+T cell
SeuratProject	3068.50400000018	16778	8929	10	CD4+T cell
SeuratProject	3034.01700000018	16778	3854	10	classical monocytes
SeuratProject	2938.12300000011	16778	7703	10	NK cell
SeuratProject	2925.20200000015	16778	7107	10	CD4+T cell
SeuratProject	2976.03900000011	16778	12698	10	CD4+T cell
SeuratProject	2822.54300000007	16778	10196	10	CD8+T cell
SeuratProject	2983.57600000015	16778	5299	10	CD4+T cell
SeuratProject	2885.81000000006	16778	12694	10	CD8+T cell
SeuratProject	2892.36700000017	16778	11427	10	CD4+T cell
SeuratProject	2966.95500000018	16778	7720	10	CD4+T cell
SeuratProject	2815.94300000012	16778	6790	10	CD4+T cell
SeuratProject	2962.46700000019	16778	8873	10	CD4+T cell
SeuratProject	2979.96900000014	16778	7554	10	NK cell
SeuratProject	2895.89900000014	16778	9013	10	CD4+T cell
SeuratProject	2869.23200000009	16778	9014	10	NK cell
SeuratProject	3088.81600000018	16778	9503	10	classical monocytes
SeuratProject	2854.94600000008	16778	18128	10	NK cell
SeuratProject	3070.01900000019	16778	15002	10	CD8+T cell
SeuratProject	2946.47300000014	16778	3787	10	naïve B cells
SeuratProject	2839.19000000013	16778	8889	10	CD4+T cell
SeuratProject	2951.36800000014	16778	12917	10	CD4+T cell
SeuratProject	2913.04300000015	16778	8709	10	CD4+T cell
SeuratProject	2985.48300000013	16778	15466	10	CD8+T cell
SeuratProject	2974.8930000001	16778	10353	10	NK cell
SeuratProject	2659.52100000004	16778	10256	10	CD4+T cell
SeuratProject	2745.76500000007	16778	8499	10	CD4+T cell
SeuratProject	2820.48700000009	16778	13641	10	NK cell
SeuratProject	2912.08000000011	16778	7361	10	CD4+T cell
SeuratProject	2948.2580000001	16778	12796	10	NK cell
SeuratProject	2968.95700000012	16778	12146	10	NK cell
SeuratProject	3051.13000000018	16778	8897	10	classical monocytes
SeuratProject	2924.36200000007	16778	10667	10	NK cell
SeuratProject	2778.1090000001	16778	2771	10	naïve B cells
SeuratProject	2766.25200000007	16778	8321	10	CD4+T cell
SeuratProject	2914.27600000011	16778	9415	10	CD4+T cell
SeuratProject	2797.88400000007	16778	9295	10	CD4+T cell
SeuratProject	2823.33100000007	16778	15561	10	NK cell
SeuratProject	2745.33000000009	16778	14304	10	CD4+T cell
SeuratProject	2797.9950000001	16778	11791	10	CD4+T cell
SeuratProject	2863.40800000014	16778	3950	10	naïve B cells
SeuratProject	2934.62700000011	16778	9498	10	NK cell
SeuratProject	2975.96500000012	16778	8276	10	classical monocytes
SeuratProject	2686.23900000007	16778	14226	10	CD4+T cell
SeuratProject	2920.94500000014	16778	3853	10	naïve B cells
SeuratProject	3006.68400000013	16778	10613	10	NK cell
SeuratProject	2976.17400000012	16778	10844	10	CD8+T cell
SeuratProject	2892.62100000011	16778	2884	10	naïve B cells
SeuratProject	2685.42000000004	16778	11010	10	CD4+T cell
SeuratProject	2816.18200000008	16778	9343	10	CD4+T cell
SeuratProject	2797.93600000009	16778	6490	10	CD4+T cell
SeuratProject	3029.33300000013	16778	11295	10	NK cell
SeuratProject	3000.94800000012	16778	4272	10	classical monocytes
SeuratProject	3036.04500000014	16778	9255	10	NK cell
SeuratProject	2741.66900000007	16778	11343	10	CD4+T cell
SeuratProject	3033.77400000012	16778	11011	10	CD8+T cell
SeuratProject	2712.21700000005	16778	8688	10	CD8+T cell
SeuratProject	2760.39300000009	16778	7231	10	CD4+T cell
SeuratProject	2778.62200000008	16778	5744	10	CD4+T cell
SeuratProject	2871.1000000001	16778	10405	10	NK cell
SeuratProject	2975.4650000001	16778	9264	10	CD8+T cell
SeuratProject	2772.48000000008	16778	7602	10	NK cell
SeuratProject	2952.14200000012	16778	10627	10	CD8+T cell
SeuratProject	2700.03300000007	16778	8005	10	CD4+T cell
SeuratProject	2784.93900000009	16778	12953	10	CD8+T cell
SeuratProject	3157.83600000018	16778	2821	10	classical monocytes
SeuratProject	3003.4660000001	16778	10511	10	NK cell
SeuratProject	2977.17300000013	16778	3458	10	CD8+T cell
SeuratProject	2753.93400000012	16778	14263	10	CD8+T cell
SeuratProject	2852.6210000001	16778	11049	10	NK cell
SeuratProject	3022.36300000014	16778	9710	10	NK cell
SeuratProject	2746.28000000008	16778	11251	10	CD4+T cell
SeuratProject	2703.22800000001	16778	10103	10	NK cell
SeuratProject	2729.94500000006	16778	8843	10	CD4+T cell
SeuratProject	2825.94300000008	16778	10034	10	NK cell
SeuratProject	2734.2640000001	16778	9347	10	CD4+T cell
SeuratProject	2916.09300000009	16778	11132	10	NK cell
SeuratProject	2863.30500000011	16778	14332	10	CD8+T cell
SeuratProject	2961.68900000011	16778	16605	10	NK cell
SeuratProject	2795.39400000009	16778	4265	10	naïve B cells
SeuratProject	2694.58700000007	16778	10804	10	CD4+T cell
SeuratProject	2796.74600000009	16778	12015	10	CD4+T cell
SeuratProject	2918.06800000015	16778	7616	10	classical monocytes
SeuratProject	2915.2220000001	16778	11885	10	CD8+T cell
SeuratProject	2718.52000000008	16778	11753	10	CD4+T cell
SeuratProject	2946.06100000013	16778	8603	10	CD4+T cell
SeuratProject	2854.3900000001	16778	12944	10	CD8+T cell
SeuratProject	2942.93400000013	16778	10236	10	CD4+T cell
SeuratProject	2793.63100000008	16778	8843	10	CD4+T cell
SeuratProject	2785.37500000009	16778	10399	10	CD4+T cell
SeuratProject	2871.64100000013	16778	8165	10	CD4+T cell
SeuratProject	2743.34400000007	16778	13474	10	CD4+T cell
SeuratProject	2923.05400000012	16778	16152	10	CD8+T cell
SeuratProject	3082.32200000018	16778	12554	10	CD8+T cell
SeuratProject	2810.6640000001	16778	8983	10	CD4+T cell
SeuratProject	2757.91900000007	16778	9240	10	CD4+T cell
SeuratProject	2726.74700000009	16778	9453	10	CD4+T cell
SeuratProject	2940.70400000009	16778	8161	10	NK cell
SeuratProject	3016.74500000017	16778	9233	10	CD4+T cell
SeuratProject	2758.67800000011	16778	10790	10	CD4+T cell
SeuratProject	2944.17500000011	16778	13344	10	NK cell
SeuratProject	2822.11000000006	16778	14892	10	NK cell
SeuratProject	2971.15500000014	16778	8698	10	classical monocytes
SeuratProject	2858.09700000011	16778	10946	10	CD4+T cell
SeuratProject	2867.6420000001	16778	6450	10	CD4+T cell
SeuratProject	2743.20500000008	16778	10133	10	CD4+T cell
SeuratProject	2836.1180000001	16778	8472	10	CD4+T cell
SeuratProject	2959.10500000012	16778	12798	10	CD8+T cell
SeuratProject	3036.41700000018	16778	1744	10	classical monocytes
SeuratProject	2853.8260000001	16778	5438	10	CD8+T cell
SeuratProject	2851.58100000011	16778	14923	10	CD8+T cell
SeuratProject	2836.8320000001	16778	2366	10	naïve B cells
SeuratProject	2877.65200000012	16778	5061	10	CD4+T cell
SeuratProject	2810.53500000009	16778	10022	10	CD8+T cell
SeuratProject	2809.81600000011	16778	8990	10	CD4+T cell
SeuratProject	2673.74400000008	16778	8837	10	CD4+T cell
SeuratProject	2873.4900000001	16778	11731	10	CD4+T cell
SeuratProject	2753.80100000008	16778	11262	10	CD4+T cell
SeuratProject	2868.3010000001	16778	11388	10	CD8+T cell
SeuratProject	2983.50400000012	16778	7835	10	NK cell
SeuratProject	2939.22900000011	16778	9161	10	NK cell
SeuratProject	2909.01600000016	16778	21525	10	non-classical monocytes
SeuratProject	2777.18800000008	16778	9761	10	CD4+T cell
SeuratProject	2898.83800000012	16778	4736	10	naïve B cells
SeuratProject	2899.77300000012	16778	12271	10	CD8+T cell
SeuratProject	2788.51900000012	16778	10057	10	CD4+T cell
SeuratProject	3016.98900000013	16778	10399	10	NK cell
SeuratProject	2794.83200000011	16778	8935	10	CD4+T cell
SeuratProject	2778.8800000001	16778	9993	10	CD4+T cell
SeuratProject	2861.85700000014	16778	9663	10	CD4+T cell
SeuratProject	2833.82800000009	16778	5285	10	classical monocytes
SeuratProject	2883.5380000001	16778	1688	10	NK cell
SeuratProject	2741.88400000009	16778	11685	10	CD4+T cell
SeuratProject	3025.47600000016	16778	9566	10	classical monocytes
SeuratProject	2909.9170000001	16778	9063	10	CD8+T cell
SeuratProject	2726.9130000001	16778	8284	10	CD4+T cell
SeuratProject	3014.83400000016	16778	13886	10	CD8+T cell
SeuratProject	2738.13400000008	16778	8882	10	CD4+T cell
SeuratProject	2837.99300000011	16778	12192	10	CD8+T cell
