anti-human-CD155-totalC anti-human-CD112-totalC anti-human-CD47-totalC anti-human-CD52-totalC anti-human-CD3-totalC anti-human-CD8-totalC anti-human-CD56-totalC anti-human-CD19-totalC anti-human-CD33-totalC anti-human-CD11c-totalC anti-human-HLA-totalC anti-human-CD45RA-totalC anti-human-CD123-totalC anti-human-CD7-totalC anti-human-mouse-CD49f-totalC anti-human-CD194-totalC anti-human-CD4-totalC anti-human-CD14-totalC anti-human-CD16-totalC anti-human-CD25-totalC anti-human-CD45RO-totalC anti-human-CD279-totalC anti-human-TIGIT-totalC anti-human-CD20-totalC anti-human-CD335-totalC anti-human-CD31-totalC anti-human-IgM-totalC anti-human-CD5-totalC anti-human-CD183-totalC anti-human-CD32-totalC anti-human-CD196-totalC anti-human-CD185-totalC anti-human-CD69-totalC anti-human-CD62L-totalC anti-human-CD197-totalC anti-human-KLRG1-totalC anti-human-CD27-totalC anti-human-CD95-totalC anti-human-HLA-DR-totalC anti-human-CD1c-totalC anti-human-CD64-totalC anti-human-CD141-totalC anti-human-CD314-totalC anti-human-CD66b-totalC anti-human-CD35-totalC anti-human-CD57-totalC anti-human-CD366-totalC anti-human-mouse-rat-CD278-totalC anti-human-CD96-totalC anti-human-CD39-totalC anti-human-CD24-totalC anti-human-CD21-totalC anti-human-CD11a-totalC anti-human-CD244-totalC anti-human-CD235ab-totalC anti-human-CD169-totalC anti-human-CD268-totalC anti-human-CD54-totalC anti-human-CD62P-totalC anti-human-TCRAB-totalC anti-human-FCERI-totalC anti-human-CD41-totalC anti-human-CD163-totalC anti-human-CD2-totalC anti-human-CD226-totalC anti-human-CD29-totalC anti-human-CD49b-totalC anti-human-IgD-totalC anti-human-CD18-totalC anti-human-CD38-totalC anti-human-CD127-totalC anti-human-CD15-totalC anti-human-CD22-totalC anti-human-CD71-totalC anti-human-CD193-totalC anti-human-CD36-totalC anti-human-CD49d-totalC anti-human-CD73-totalC anti-human-TCR-Vd2-totalC anti-human-CD305-totalC anti-human-CD158b-totalC anti-human-CD158e1-totalC anti-human-CD337-totalC anti-human-CD138-totalC anti-human-CLEC12A-totalC anti-human-CD94-totalC anti-human-Ig-light-chain-totalC anti-human-Ig-light-chain--totalC anti-human-CD328-totalC
IGHM 0 0 0 0 0 0 0 0 -0.000601886702869183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
KLRG1 0 0 0 0 0 0.00182443625399232 0.0172460430221418 0 0 0 0 0 0 0 0 0 -0.0276654412413549 0 0 0 0 0 0 0 0 0.001236582181761 0 -0.10620144120828 0 0 0 0 0 -0.0598215719084471 0 0.446107679627227 0 0 0 0 0 0 0 0 0 0.0228421088614926 0 0 0 0 0 0 0.107159652000544 0 0 0 0 0.101269179991802 0 0 0 0 0 0 0 0.0581684018570953 0 0 0.0124275874902382 0 0 0 0 0 0 0 0.0446180452858918 0 0 0.0150884377883405 0 0 0 0 0 0 0 0 0
TRDV2 0 0 0 0 0.0061013964644822 0 0 0 0 0 0 0 0 0 0 0 -0.00644734685716728 0 0 0 0 0 0 0 0 0 0 -0.00620182923510613 0 0 0 0 0 0 0 0 0 0 0.0164414551860454 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0113909478439813 0 -0.000159348236135823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00217948477908057 0 0 0 0 0 0 0.00603261893816752 0 0
TRAC 0 0 0 0.0521387948449519 0 0 0 0 0 0 0 0 0 0 0 0 0.0506840849638355 0 0.201903246058346 0 0 0 0 0 0 0 0 0.000748387189219961 0 0 0 0 0 0.00924877977300606 0 0 0 0.0381863025114429 0 0 0 0 0 0.0310282192301172 0 0 0 0.123050183819609 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TIGIT 0 0 -0.0359660075413777 -0.0141484963241288 0 0 0 0 0 0 0 0 0 0 0 0 -0.0922573159157488 0 -0.113055606717278 0 0 0 0 0 0 0.0358448094195397 0 -0.132100685121387 0 0 0 0 0 0.0755203207868414 0 0 0 0.0272914463207395 0.0693448074265287 0 0 0 0 -0.0414269739875196 0 0 0 0.0329393131312057 0 0.05312322526955 0 0 0 0 0 0 0 0 0 0 0 0.0767425750641593 0 -0.202171316747666 -0.0337489901237443 0 0 0 0 0 0 0 0 0 0 0.00574081272416657 -0.0292800049745967 0 0 0 0 0 0 0 0.038035337292934 0 0.0294580630686397 0 0
CCR7 0 0 0.0211010125393183 0.0401533986546351 0.184419754878989 0 0 0 0 0 0 0.112428237898115 0 0.239109463668333 -0.00451330746914805 -0.00466575504509509 0.144480930600587 0 0.192727877119643 0 0 0.0315389915574816 0 0 0 -0.00949053482878497 0 0.109648044380811 0 0 0 0 0 0.127272991239198 0 -0.0100237692297453 0.12851468636342 -0.00999108468237155 0 0 0 0 0 0.0816233392615761 0 0 0 0 0 0 0.022057098313524 0 -0.130822843286012 -0.039875213139624 0 0 0 0 -0.00823712990673979 0.131927743636042 0 -0.0612774372576211 0 0.00316092319889495 0 -0.0451590496411418 -0.00288679012610514 0 0 0 0 0.013950504856005 0 0 0 -0.0113748715660195 0 0.0138386335958743 0 0 0 0 0.0538603751625015 0 -0.0312028362373356 -0.0276399782935642 -0.0315188045316012 0 -0.00289814963477301
ITGAX 0.0210755209111267 0 0.00699057754578202 0 0 0 0 0 0.181852766244151 0 0 0 0 0 0 0 0.0982991837080572 0.0784775755797157 0 0 0 0 0 0 0 0.0695036021061857 0 0 0 0.193107256492846 0 0 0 0 0 0 0 0.0278095569392464 0.188810651674148 0 0.0884062338572427 0.0419510177736947 0 0 0.294527060795359 0 0 0 0 0.0429375526284309 0 0 0.0320844279530193 0.0873894037366381 0 0 0 0.192779253163229 0.0658135818067246 0 0 0.0635016669672271 0 0 0 0.0354472187207463 0.0283757168295116 0 0.180830720646565 0.00175928612174841 0 0 0 0 0 0.112495163707796 0.000404553704913818 0 0 0.0449708119398844 0 0 0 0 0.147321568745473 0 0.0233777360077815 0.0407173921413269 0.165758704111804
CXCR3 0 0 0 0 -0.0411265095257007 0.0391523482070117 0 0 0 0 0 -0.0445398627052338 0 -0.00581887933795998 0 0 -0.0807071438885023 0 -0.0531455335326317 0 0 0 0 0 0 0.0329296099599654 0 -0.0800655569069886 0 0 0 0 0 -0.0766821221389627 0 0 0.0161004641942984 0.00144165005217803 0.050783157424865 0 0 0 0 -0.00360275033383869 -0.0104592722851807 -0.058956625882634 0 0 0 0 0 0 0.057139087348136 0 0 0 0 0.0271811878204747 0 -0.00521977728691259 0 0.0227285453506043 0 0.0548221665843536 0 0 0 0 0.0394555706019383 0 0 0 0 0 0 0 0.045781290694218 0 0 0 0 0 -0.00923981978225973 0 0 0 0 0 0
CXCR5 0 0 0.0123086740914809 0.377436571227413 0 0 0 0.570130851545783 0 0 0.256958465870151 0.522108109523009 0 0 0 0 0 0 0.299033917269365 0 0 0.133620532720407 0 0.297332129210296 0 0.216945625186167 0 0.144680212488315 0 0.667405633112163 0 0 0 0 0 0 0 0 0.399444838116287 0 0 0 0 0 0.738483401522932 0 0 0 0 0.1820698378523 0.318518241255815 0.241074900591787 0 0 0 0 0 0 0 0 0 -0.0593209851342065 0 0 0 0 0 0 0 0 0 0.0451936501081084 0 0 0 0 0.0577767807933481 0 0 0 0 0 0.0959361185994092 0 0 0 0 0 0
CD24 0 0 0 0 0 0 0 0 0 0 0 0.290295863061917 0 0 0 0 -0.00843694784248404 0 0 0 0 0 0 0.0344766153862966 0 0 0.0297368420556724 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.372604087212301 0 0 0 0 0 0.104587775619699 0.0949805873724536 -0.0628047015123258 0 0 0 0 0 0 0 0 0 0 -0.0724885306184758 0 0 0 0 0 0 0 0 0.023652091462473 0 0 0 0 0 0 0 0 0 0.102072737093321 0 0 0 0 0 0
SDC1 0 0 0 0 0 0 0 0.711398652776343 -0.655218354455697 0 1.78244389840248 0.612404570938313 0 0 0 0 0 0 0 0 0 0 0 0 0 0.393938222540677 0 -0.256961301950255 0 0.0876733200642686 0 0 0 -0.0323641279352872 0 0 0 0.24578096400989 0.254261932458249 0 0 0 0 0 -0.484758700411998 0 0 0 0 1.25471122498675 0 0 -0.830047182474531 -0.0467462784855377 0 0 0 1.67351112452726 0 0 0 -0.344270747716843 0 -0.109507749513686 0 0 0 0 0 2.50063202477713 0 0 0 1.47426853642019 0 -0.118094120508717 0.727942197417905 0 0 -0.0034612047338064 0 0 0 0 0 0 0 0 0
THBD 0 0 -0.0102264611119621 -0.0010972569482326 0 0 0 0 0 0 -0.0102842743658824 0 0 0 -0.0613896740934053 0 -0.0146185633486673 0 0 0 0 0 0 0 0 -0.0298227794787294 0 -0.0135079790510891 0 -0.0011724714133268 0 0 0 -0.00262908679472178 0 0 0 -0.00239439710353615 -0.0635822964235248 0 -0.0235759198458505 0 0 0 0 0 0 0 0 -0.00367735546634851 0 0 0 0 0 0 0 -0.00907237384762317 -0.0456589106139556 0 0 -0.0637207243055759 0 -0.00753811261185835 -0.00220404609205891 -0.0553278171517346 0 0 -0.0281260062036009 0 0 0 0 0 0 -0.0454862412674403 -0.0237609778746021 0 0 -0.0229244711652479 0 0 0 0 -0.00119678017270901 0 -0.00679817651160037 0 -0.0398727925138835
FCGR2B 0 0 0 0 0 0 0 0.209260505627524 0 0 0.259648227777078 0.254212085391417 0 0 -0.340810798807407 0 0 0 0.522315791938329 0 0 0.123592075074848 0 0.116816055473095 0 -0.00106580632198545 0 0 0 0.669903133345379 0 0 0 0 0 0 0 0 0.0708989302229922 0 -0.146325807387409 0 0 0.209417823674204 0 0 0 0 0 0.0579397551217892 0 0 -0.165386929662657 -0.0725149897653253 0 0 0 0.0179881492120587 -0.237956165840656 0 0 -0.316442373914534 0 0 0 -0.00312644669709835 0 0 -0.0590081323827715 0 0 0 0 0 0 -0.177964570543298 0.146259434898991 0 0 0 0 0 0.080412466181025 0 -0.0766385072474635 0 0 0 -0.123074683318816
TRBC1 0 0 0 0 -0.00325648849021772 0 0 0 0 0 0 0 0 0 -0.000272579217740149 0 -0.0139081986973304 0 0 0 0 0 0 0 0 -0.000387634307586729 0 -0.034097883630768 0 0 0 0 0 -0.00809146212046459 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00541414438531837 -0.00252350597026351 -0.00690960715874662 0 0 0 0 0 0 0 0 0 0 -0.00911119942314472 0 0 0 0 0 -0.00020501078044346 0 0 0 0 0 0
TRBC2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0043372520306611 0 0 0 0 0 0 0 0 0 0 -2.70791757233441e-05 0 0 0 0 0 0 0 0.00213957541125331 0 0 0 0 0 0 0 0 0 0 0 0.00191171957342826 0 0 0 0 0 0 0 0.00384023557942934 0 0 0 -0.0035377474811231 0 0 0 0 0 0 0 -0.011501930326058 0 0 0 0 0 0 0 0 0 0 -0.00251609405138385 0 0 0 0 0 0 0 -0.00586242166117551 0 0 0 -0.0097779821671169
CD3D 0 0 0.00131026179495425 0.00145215996714074 0.0787303381552364 0 0 0 0 0 0 0 0 0.0258825894659963 0 0.00181892146072748 0.0639828994190031 0 0.028414103234833 0 0 0.0121346352015368 0 0 0 0 0 0.0697845472460926 0 0 0 0 0 0.0284235176812838 0 0 0 0.00626578104730163 0 0 0.00342105288392109 0 0 0.0315438711622073 0 0.0344046373842224 0 0.0015067520429482 0 0 0.0047071010152861 0 0 0 0 0 0 0 0 0.0354833934545004 0 0 0 0.00746816433224057 0 0 0 0 0.00665436709778375 0 0 0.0270747643933022 0 0 0 0 0.00573939535699012 0 0 0 0 0 0 0 0 0 0 0 0
CD3G 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.87983977342476e-05 0 0 0 0 0.0144834212698544 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0127566398957335
CD8B 0 0 0.000191038260354262 0 0.00295346555365304 0.148602742213865 0 0 0.0028525146632983 0 0.0146511715639477 0.00754003341511135 0 0.0213284680165615 0 0 -0.0933330835849132 0 0 0 0 0 0 0 0 0.0126776314683068 0 -0.0197358241114499 0 0.00253717879434587 0 0 0 0.00322327341240805 0 0.00976887249543542 0 0 0.00369305179053277 0 0 0 0.00781257165998625 0.00407344916578416 0 0.00902547754210585 0 0 0 0 0 0 0.0044563586518592 0.0115907968163559 0 0 0 0.014312295511751 0 0 0 0 0 0.0221205866379374 0.0128846893099336 0.0118926613419162 0 0 0.00772680387074187 0 0 0 0 0 0 0.000281939555844621 0.0135166490727971 0 0 0.00375782067954045 0 0 0.00254164348962887 0 0 0 0 0 0
FCER1A -0.00342766917091973 0 -0.00878830020371902 0 0 0 0 0 -0.00972171539240777 0 -0.03165397457904 -0.00594113296721923 0 0 -0.00297895321146199 0 0 -0.00220825035603799 0 0 0 0 0 0 0 -0.0303197387147924 0 0 0 0 0 0 0 0 0 0 0 -0.00280940701376143 -0.0170541640252923 0 -0.0234394663441247 0 0 0 -0.0731042614917431 0 0 0 0 0 0 0 0 0 0 0 0 -0.0484333952016218 -0.0114185695603308 0 0 -0.0357342172943624 0 0.0115473168369492 -0.00201551564301098 -0.0170523016774513 0 0 -0.018139625852915 0 0 0 0 0 0 -0.0434194641024052 -0.0199103144514047 0 0 -0.0535059569299748 0 0 -0.00286678419789186 0 0.00564202576835903 0 -0.00823949472123377 0 -0.0131650384189478
FCER1G 2.2169516070801e-05 0 0.000872933535674625 0 0 0 0 0 0.0219993453235268 0 0.00484786883022396 0 0.00407014663796331 0 0 0 0.000207065257783791 0 0.0181465236240749 0 0 0 0 0 0 0.0232214407330587 0 0 0 0.00830416273117363 0 0 0 0 0 0 0 0.00216998314798687 0.0200051504455585 0 0.00936643706337415 0.00146187742973131 0 0.0180806287020453 0.0129666685306806 0 0 0 0 0.00547844027405108 0 0 0.00333937144294619 0.00682074601853651 0 0 0 0.0217025778666941 0 0 0 0.0020559681557075 0 -0.0020200881158464 0 0.00752986314676715 0 0 0.00615067294239464 0 0 0.00528648209771819 0 0 0 0.00485882421424953 0.0107026773445383 0 0 0.0201759546939135 0 0 0 0 0.0208288258200563 0.000854802453105672 0.00733696496669564 0.000228691607130703 0.00612076049404902
VEGFA 0.0893291373140887 0 0 0 0 0 0 0 -0.0292410499680185 0 0 -0.00139163101341231 0 0 0 0 0 0.00263492052549584 -0.191157682783481 0 0 0 0 0 0 0.131961950540819 0 -0.0321469350676675 0 0.224880539648947 0 0 0 0 0 0 0 0 0.134301804773109 0 0.0597835519931127 0 0 -0.146540109014449 0 0 0 0 0 0 -0.00504825372052366 0 0.244462449254307 0 0 0 0 0 0.129686656364751 0 0 0.130713967512705 0 0 0 0.100057096802535 0.0757528946873534 0 0.0352719549803264 0.0916535566071614 0 0 0 0 0 0.108386273441667 0 0 0 0 0 0 -0.0317433063589471 0 0.344519316553029 0 0.194888062632616 0 0.153691521432151
VEGFB 0.0160735001504536 0 0.518661175802393 0.848224018937629 0 0 0 0 0 0 3.73559555733329 2.70005912941931 0 0 0 0 0 0 4.66093316538526 0 0 0.988290813068891 0 0 0 0.992836802474238 0 0.0887889868430169 0 1.60414646755226 0 0 0 0 0 0 0 0.192605246585584 0.221538836806606 0 2.33734347453838 0 0 3.18022848151407 1.68119180937861 0 0 0 0 1.91390535715064 0.978918627683832 0 -1.45963698194463 0 0 0 0 4.18065253161236 0 0 0 0 0 0 -0.476728752910556 0 0 0 1.91979452430521 0 0 0.0101432205540744 0 0 0 0 1.60617922419045 0 0 1.32190821302858 0 0 0.728292790169959 0 0 0 1.75269541008041 0.092833545542759 0
